TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Target
0.26,60.0,34.0,1.0,14977.99,0,25,2,2,1
1919.1100000000001,53.0,55.0,1.0,44731.469999999994,1,18,0,1,1
1919.1100000000001,21.0,135.0,1.0,44731.469999999994,1,15,1,3,1
0.26,29.0,72.0,1.0,44731.469999999994,1,35,0,1,2
0.26,51.0,127.0,1.0,29854.729999999996,0,23,1,1,1
0.26,27.0,185.0,1.0,44731.469999999994,0,37,1,3,2
1919.1100000000001,57.0,78.0,1.0,44731.469999999994,1,21,0,1,1
1919.1100000000001,71.0,133.0,1.0,44731.469999999994,1,5,1,2,0
1919.1100000000001,37.0,175.0,1.0,29854.729999999996,1,35,1,0,2
1919.1100000000001,30.0,24.0,1.0,29854.729999999996,1,13,1,1,0
1919.1100000000001,20.0,167.0,1.0,29854.729999999996,0,12,2,3,0
1919.1100000000001,55.0,164.0,1.0,44731.469999999994,2,13,1,0,0
1919.1100000000001,27.0,146.0,1.0,29854.729999999996,1,41,1,1,2
1919.1100000000001,32.0,235.0,1.0,29854.729999999996,1,19,0,1,1
1919.1100000000001,46.0,51.00000000000001,1.0,29854.729999999996,1,7,2,1,0
1919.1100000000001,59.0,80.0,1.0,14977.99,1,39,2,2,2
0.26,27.0,17.0,1.0,44731.469999999994,1,34,1,3,2
0.26,22.0,35.0,1.0,44731.469999999994,1,20,2,3,1
1919.1100000000001,63.0,147.0,1.0,29854.729999999996,1,35,0,2,2
1919.1100000000001,53.0,73.0,1.0,44731.469999999994,1,8,0,2,0
1919.1100000000001,25.0,180.0,1.0,44731.469999999994,2,27,0,3,1
1919.1100000000001,51.0,174.0,1.0,29854.729999999996,0,9,2,1,0
1919.1100000000001,78.0,282.0,1.0,44731.469999999994,0,9,0,2,0
1919.1100000000001,40.0,104.0,1.0,44731.469999999994,1,14,2,1,0
1919.1100000000001,47.0,107.0,1.0,101.25,1,36,2,0,2
1919.1100000000001,68.0,47.0,1.0,101.25,0,2,2,0,0
1919.1100000000001,43.0,122.0,1.0,14977.99,0,28,0,1,1
1919.1100000000001,26.0,61.99999999999999,1.0,29854.729999999996,1,4,2,1,0
1919.1100000000001,39.0,167.0,1.0,14977.99,1,14,1,1,0
1919.1100000000001,69.0,121.0,1.0,44731.469999999994,1,15,0,2,1
1919.1100000000001,46.0,165.0,1.0,29854.729999999996,0,11,2,0,0
1919.1100000000001,27.0,91.0,1.0,44731.469999999994,1,11,2,3,0
1919.1100000000001,41.0,61.00000000000001,1.0,14977.99,1,32,2,1,2
1919.1100000000001,56.0,41.0,1.0,14977.99,1,42,0,2,2
1919.1100000000001,70.0,247.0,1.0,29854.729999999996,0,11,2,0,0
0.26,57.0,158.0,1.0,44731.469999999994,1,30,1,0,2
0.26,26.0,80.0,1.0,44731.469999999994,1,40,2,3,2
1919.1100000000001,26.0,107.99999999999999,1.0,44731.469999999994,1,23,2,3,1
1919.1100000000001,58.0,144.0,1.0,14977.99,1,35,1,0,2
1919.1100000000001,33.0,105.0,1.0,14977.99,1,28,1,1,1
1919.1100000000001,78.0,40.0,1.0,14977.99,0,35,1,2,2
1919.1100000000001,47.0,273.0,1.0,29854.729999999996,1,21,2,1,1
1919.1100000000001,23.0,254.0,1.0,44731.469999999994,0,20,1,3,1
1919.1100000000001,56.0,75.0,1.0,101.25,1,0,0,0,0
1919.1100000000001,50.0,123.99999999999999,1.0,101.25,1,25,0,0,1
0.26,18.0,68.00000000000001,1.0,44731.469999999994,1,28,2,3,1
1919.1100000000001,21.0,18.0,1.0,44731.469999999994,1,35,1,3,2
1919.1100000000001,69.0,118.0,1.0,14977.99,1,39,2,0,2
1919.1100000000001,23.0,120.0,1.0,44731.469999999994,1,6,2,3,0
1919.1100000000001,30.0,246.0,1.0,14977.99,1,6,2,0,0
1919.1100000000001,80.0,21.000000000000004,1.0,44731.469999999994,1,11,0,2,0
1919.1100000000001,18.0,294.0,1.0,44731.469999999994,1,5,0,3,0
1919.1100000000001,66.0,17.0,1.0,44731.469999999994,0,28,2,2,1
1919.1100000000001,20.0,91.99999999999999,1.0,44731.469999999994,1,20,0,3,1
1919.1100000000001,77.0,296.0,1.0,44731.469999999994,1,34,1,2,2
1919.1100000000001,66.0,141.0,1.0,29854.729999999996,1,22,0,0,1
1919.1100000000001,54.0,91.99999999999999,1.0,14977.99,1,30,2,2,2
1919.1100000000001,80.0,113.0,1.0,14977.99,1,41,2,2,2
1919.1100000000001,35.0,293.0,1.0,44731.469999999994,0,0,1,1,0
1919.1100000000001,20.0,160.0,1.0,44731.469999999994,1,35,2,3,2
0.26,61.0,265.0,1.0,101.25,1,37,1,0,2
1919.1100000000001,37.0,245.0,1.0,29854.729999999996,1,40,0,1,2
1919.1100000000001,36.0,171.0,1.0,29854.729999999996,0,39,2,1,2
1919.1100000000001,20.0,72.0,1.0,44731.469999999994,0,27,2,3,1
0.26,68.0,129.0,1.0,101.25,0,22,1,0,1
1919.1100000000001,23.0,122.0,1.0,44731.469999999994,1,5,1,3,0
1919.1100000000001,62.0,99.0,1.0,29854.729999999996,1,42,2,0,2
1919.1100000000001,53.0,177.0,1.0,29854.729999999996,0,21,2,0,1
1919.1100000000001,33.0,285.0,1.0,14977.99,1,11,1,0,0
1919.1100000000001,56.0,53.00000000000001,1.0,44731.469999999994,0,40,1,2,2
1919.1100000000001,70.0,125.0,1.0,14977.99,1,26,1,0,1
1919.1100000000001,34.0,165.0,1.0,44731.469999999994,1,22,0,1,1
1919.1100000000001,75.0,268.0,1.0,14977.99,1,3,1,2,0
0.26,53.0,162.0,1.0,44731.469999999994,0,6,2,2,0
1919.1100000000001,31.0,36.0,1.0,14977.99,1,15,1,1,1
1919.1100000000001,22.0,109.0,1.0,44731.469999999994,1,11,0,3,0
0.26,31.0,17.0,1.0,14977.99,1,15,1,1,1
1919.1100000000001,56.0,96.0,1.0,14977.99,1,20,1,2,1
1919.1100000000001,76.0,43.0,1.0,14977.99,1,6,2,2,0
1919.1100000000001,22.0,36.0,1.0,44731.469999999994,1,10,1,3,0
1919.1100000000001,24.0,18.999999999999996,1.0,44731.469999999994,1,6,2,3,0
1919.1100000000001,26.0,14.0,1.0,44731.469999999994,1,32,1,3,2
1919.1100000000001,29.0,106.0,1.0,44731.469999999994,1,12,0,1,0
0.26,19.0,164.0,1.0,44731.469999999994,1,3,0,3,0
1919.1100000000001,71.0,45.99999999999999,1.0,44731.469999999994,1,31,2,2,2
1919.1100000000001,54.0,53.99999999999999,1.0,44731.469999999994,0,30,2,1,2
0.26,41.0,123.0,1.0,101.25,1,30,2,0,2
1919.1100000000001,58.0,82.0,1.0,101.25,1,0,0,0,0
1919.1100000000001,73.0,100.00000000000001,1.0,29854.729999999996,1,17,1,2,1
1919.1100000000001,19.0,201.0,1.0,44731.469999999994,0,41,1,3,2
1919.1100000000001,59.0,299.0,1.0,14977.99,1,19,0,0,1
1919.1100000000001,59.0,109.0,1.0,44731.469999999994,1,32,0,1,2
1919.1100000000001,78.0,57.0,1.0,14977.99,1,17,2,2,1
0.26,62.0,52.00000000000001,1.0,44731.469999999994,1,23,0,2,1
1919.1100000000001,60.0,245.0,1.0,44731.469999999994,0,30,0,1,2
1919.1100000000001,38.0,235.0,1.0,29854.729999999996,1,20,0,0,1
1919.1100000000001,79.0,165.0,1.0,14977.99,1,42,1,2,2
1919.1100000000001,49.0,141.0,1.0,29854.729999999996,2,21,1,0,1
1919.1100000000001,43.0,101.0,1.0,29854.729999999996,0,19,1,0,1
1919.1100000000001,25.0,24.0,1.0,44731.469999999994,0,41,2,3,2
0.26,52.0,132.0,1.0,14977.99,1,17,1,1,1
1919.1100000000001,50.0,131.0,1.0,101.25,0,20,1,0,1
1919.1100000000001,69.0,165.0,1.0,14977.99,2,7,1,2,0
1919.1100000000001,62.0,75.0,1.0,44731.469999999994,1,40,1,2,2
0.26,53.0,236.0,1.0,14977.99,1,7,1,2,0
1919.1100000000001,19.0,14.0,1.0,44731.469999999994,1,20,0,3,1
1919.1100000000001,43.0,161.0,1.0,14977.99,1,1,2,0,0
1919.1100000000001,59.0,151.0,1.0,14977.99,1,40,1,1,2
1919.1100000000001,60.0,100.00000000000001,1.0,29854.729999999996,1,22,1,1,1
1919.1100000000001,68.0,63.0,1.0,44731.469999999994,1,10,0,2,0
0.26,31.0,107.99999999999999,1.0,29854.729999999996,1,28,0,1,1
0.26,46.0,143.0,1.0,14977.99,1,15,0,1,1
0.26,54.0,214.0,1.0,29854.729999999996,1,18,0,0,1
1919.1100000000001,65.0,158.0,1.0,101.25,1,32,0,0,2
1919.1100000000001,40.0,145.0,1.0,101.25,2,12,0,0,0
0.26,61.0,72.0,1.0,44731.469999999994,1,25,0,2,1
1919.1100000000001,55.0,171.0,1.0,14977.99,1,21,0,1,1
1919.1100000000001,25.0,202.0,1.0,44731.469999999994,1,1,0,3,0
0.26,33.0,161.0,1.0,14977.99,0,19,2,1,1
1919.1100000000001,63.0,180.0,1.0,29854.729999999996,1,29,0,0,1
1919.1100000000001,44.0,42.00000000000001,1.0,14977.99,1,5,1,0,0
0.26,76.0,37.0,1.0,44731.469999999994,0,25,2,2,1
0.26,64.0,131.0,1.0,14977.99,1,8,0,2,0
1919.1100000000001,28.0,15.0,1.0,29854.729999999996,1,41,2,1,2
0.26,58.0,64.0,1.0,44731.469999999994,1,6,0,1,0
0.26,57.0,119.0,1.0,44731.469999999994,1,16,1,2,1
1919.1100000000001,41.0,292.0,1.0,29854.729999999996,1,36,1,0,2
0.26,22.0,176.0,1.0,44731.469999999994,1,4,0,3,0
1919.1100000000001,48.0,85.0,1.0,44731.469999999994,1,23,0,0,1
0.26,21.0,61.99999999999999,1.0,44731.469999999994,1,4,0,3,0
0.26,43.0,159.0,1.0,101.25,1,28,0,0,1
0.26,40.0,123.99999999999999,1.0,101.25,1,31,1,0,2
1919.1100000000001,46.0,35.0,1.0,44731.469999999994,0,10,1,1,0
1919.1100000000001,51.0,141.0,1.0,101.25,1,13,0,0,0
1919.1100000000001,39.0,49.0,1.0,101.25,1,38,0,0,2
1919.1100000000001,56.0,161.0,1.0,14977.99,0,25,0,2,1
0.26,48.0,10.0,1.0,44731.469999999994,1,22,1,1,1
1919.1100000000001,54.0,14.0,1.0,44731.469999999994,2,41,1,0,2
1919.1100000000001,53.0,170.0,1.0,44731.469999999994,0,13,2,2,0
1919.1100000000001,32.0,144.0,1.0,14977.99,0,21,2,1,1
1919.1100000000001,35.0,85.0,1.0,101.25,1,19,3,0,1
0.26,32.0,130.0,1.0,44731.469999999994,1,32,1,1,2
1919.1100000000001,21.0,282.0,1.0,44731.469999999994,1,26,0,3,1
1919.1100000000001,56.0,189.0,1.0,14977.99,0,22,2,1,1
1919.1100000000001,59.0,156.0,1.0,44731.469999999994,1,21,1,2,1
1919.1100000000001,77.0,55.0,1.0,14977.99,0,1,1,2,0
1919.1100000000001,22.0,81.0,1.0,29854.729999999996,1,30,1,3,2
0.26,23.0,74.0,1.0,44731.469999999994,1,14,2,3,0
0.26,53.0,185.0,1.0,44731.469999999994,0,41,2,0,2
1919.1100000000001,51.0,158.0,1.0,44731.469999999994,1,1,0,1,0
0.26,57.0,118.0,1.0,14977.99,1,31,2,1,2
1919.1100000000001,67.0,143.0,1.0,44731.469999999994,1,37,1,2,2
1919.1100000000001,18.0,13.0,1.0,44731.469999999994,1,39,0,3,2
1919.1100000000001,18.0,65.0,1.0,44731.469999999994,1,1,2,3,0
1919.1100000000001,39.0,86.0,1.0,29854.729999999996,0,18,1,0,1
1919.1100000000001,58.0,13.0,1.0,44731.469999999994,1,43,2,0,2
1919.1100000000001,18.0,148.0,1.0,44731.469999999994,1,38,2,3,2
1919.1100000000001,59.0,215.0,1.0,101.25,1,22,0,0,1
1919.1100000000001,54.0,44.0,1.0,44731.469999999994,0,32,1,1,2
1919.1100000000001,23.0,154.0,1.0,44731.469999999994,1,4,0,3,0
1919.1100000000001,59.0,161.0,1.0,14977.99,1,20,0,1,1
1919.1100000000001,25.0,61.00000000000001,1.0,44731.469999999994,0,39,2,3,2
0.26,79.0,30.0,1.0,14977.99,1,34,1,2,2
0.26,43.0,168.00000000000003,1.0,14977.99,1,21,1,1,1
1919.1100000000001,44.0,156.0,1.0,29854.729999999996,1,13,0,1,0
1919.1100000000001,79.0,129.0,1.0,14977.99,0,5,2,2,0
0.26,43.0,22.0,1.0,29854.729999999996,1,19,2,1,1
1919.1100000000001,26.0,53.00000000000001,1.0,14977.99,0,42,2,1,2
1919.1100000000001,72.0,18.0,1.0,14977.99,1,10,1,2,0
1919.1100000000001,61.0,98.0,1.0,14977.99,1,37,2,2,2
1919.1100000000001,42.0,246.0,1.0,29854.729999999996,1,38,0,1,2
1919.1100000000001,28.0,205.0,1.0,44731.469999999994,1,12,2,3,0
1919.1100000000001,35.0,180.0,1.0,14977.99,1,3,2,0,0
1919.1100000000001,54.0,174.0,1.0,44731.469999999994,0,18,0,1,1
1919.1100000000001,46.0,128.0,1.0,14977.99,1,27,1,0,1
1919.1100000000001,76.0,20.0,1.0,14977.99,1,10,2,2,0
1919.1100000000001,69.0,253.0,1.0,14977.99,1,14,1,2,0
1919.1100000000001,72.0,117.0,1.0,44731.469999999994,1,33,0,2,2
0.26,58.0,53.99999999999999,1.0,14977.99,1,42,1,1,2
1919.1100000000001,45.0,151.99999999999997,1.0,14977.99,1,39,0,1,2
1919.1100000000001,25.0,109.0,1.0,14977.99,1,30,2,3,2
1919.1100000000001,26.0,66.0,1.0,44731.469999999994,0,35,2,3,2
1919.1100000000001,58.0,198.0,1.0,29854.729999999996,0,30,1,0,2
1919.1100000000001,53.0,52.00000000000001,1.0,101.25,1,36,3,0,2
1919.1100000000001,64.0,28.0,1.0,29854.729999999996,1,36,0,0,2
1919.1100000000001,63.0,129.0,1.0,14977.99,1,24,1,2,1
1919.1100000000001,37.0,96.0,1.0,101.25,0,27,1,0,1
1919.1100000000001,22.0,234.0,1.0,44731.469999999994,0,37,2,3,2
1919.1100000000001,21.0,17.0,1.0,44731.469999999994,1,41,1,3,2
1919.1100000000001,25.0,80.0,1.0,44731.469999999994,1,4,0,3,0
1919.1100000000001,25.0,126.0,1.0,44731.469999999994,1,29,2,3,1
1919.1100000000001,53.0,87.0,1.0,44731.469999999994,1,19,0,2,1
1919.1100000000001,68.0,57.0,1.0,14977.99,1,9,2,2,0
0.26,22.0,37.0,1.0,29854.729999999996,1,20,0,3,1
1919.1100000000001,51.0,72.0,1.0,14977.99,1,13,1,1,0
1919.1100000000001,34.0,105.0,1.0,44731.469999999994,1,31,0,1,2
1919.1100000000001,56.0,24.0,1.0,14977.99,1,37,0,2,2
0.26,27.0,93.0,1.0,44731.469999999994,1,28,1,3,1
1919.1100000000001,73.0,90.0,1.0,14977.99,1,42,0,2,2
1919.1100000000001,51.0,286.0,1.0,29854.729999999996,0,13,1,1,0
0.26,39.0,107.0,1.0,29854.729999999996,0,15,2,1,1
1919.1100000000001,24.0,170.0,1.0,44731.469999999994,1,31,2,3,2
1919.1100000000001,37.0,82.0,1.0,101.25,1,23,1,0,1
1919.1100000000001,21.0,83.0,1.0,14977.99,1,26,2,3,1
1919.1100000000001,78.0,126.0,1.0,44731.469999999994,1,41,1,2,2
1919.1100000000001,30.0,55.0,1.0,101.25,1,8,1,0,0
1919.1100000000001,31.0,13.0,1.0,14977.99,0,13,1,1,0
1919.1100000000001,36.0,213.0,1.0,44731.469999999994,1,28,2,1,1
1919.1100000000001,70.0,170.0,1.0,29854.729999999996,1,36,1,0,2
1919.1100000000001,27.0,153.0,1.0,44731.469999999994,1,10,2,3,0
1919.1100000000001,50.0,144.0,1.0,101.25,1,9,1,0,0
0.26,19.0,148.0,1.0,44731.469999999994,1,21,2,3,1
1919.1100000000001,46.0,179.0,1.0,14977.99,1,20,1,0,1
0.26,21.0,51.00000000000001,1.0,44731.469999999994,1,38,1,3,2
1919.1100000000001,42.0,139.0,1.0,29854.729999999996,1,15,0,1,1
1919.1100000000001,20.0,64.0,1.0,44731.469999999994,1,7,0,3,0
1919.1100000000001,54.0,25.000000000000004,1.0,14977.99,1,8,2,1,0
1919.1100000000001,65.0,30.0,1.0,14977.99,1,21,2,2,1
1919.1100000000001,27.0,148.0,1.0,44731.469999999994,1,33,1,3,2
1919.1100000000001,58.0,244.0,1.0,44731.469999999994,1,28,0,2,1
1919.1100000000001,48.0,55.0,1.0,14977.99,1,17,1,0,1
1919.1100000000001,53.0,281.0,1.0,44731.469999999994,0,20,1,0,1
1919.1100000000001,33.0,72.0,1.0,14977.99,1,21,0,1,1
0.26,39.0,177.0,1.0,29854.729999999996,1,40,0,1,2
1919.1100000000001,31.0,111.0,1.0,101.25,1,20,1,0,1
0.26,29.0,55.0,1.0,29854.729999999996,1,20,1,0,1
1919.1100000000001,74.0,128.0,1.0,14977.99,1,6,0,2,0
1919.1100000000001,53.0,112.0,1.0,14977.99,1,18,2,1,1
1919.1100000000001,26.0,53.00000000000001,1.0,44731.469999999994,1,23,1,3,1
1919.1100000000001,26.0,290.0,1.0,14977.99,1,30,1,1,2
1919.1100000000001,37.0,50.00000000000001,1.0,44731.469999999994,1,41,2,1,2
1919.1100000000001,55.0,123.0,1.0,44731.469999999994,1,1,1,1,0
0.26,21.0,166.0,1.0,44731.469999999994,1,16,0,3,1
1919.1100000000001,37.0,33.0,1.0,44731.469999999994,1,11,0,1,0
1919.1100000000001,69.0,166.0,1.0,44731.469999999994,1,10,1,2,0
1919.1100000000001,71.0,30.0,1.0,14977.99,1,42,2,2,2
1919.1100000000001,26.0,177.0,1.0,44731.469999999994,1,26,1,3,1
1919.1100000000001,58.0,164.0,1.0,29854.729999999996,1,1,1,0,0
1919.1100000000001,55.0,238.0,1.0,44731.469999999994,1,35,2,1,2
1919.1100000000001,65.0,283.0,1.0,101.25,1,36,0,0,2
1919.1100000000001,27.0,44.0,1.0,44731.469999999994,1,20,1,1,1
0.26,46.0,61.99999999999999,1.0,44731.469999999994,1,35,2,1,2
1919.1100000000001,47.0,155.0,1.0,44731.469999999994,1,15,0,1,1
1919.1100000000001,77.0,228.0,1.0,44731.469999999994,1,15,0,2,1
1919.1100000000001,42.0,259.0,1.0,14977.99,1,38,1,1,2
1919.1100000000001,27.0,18.0,1.0,44731.469999999994,1,22,0,3,1
1919.1100000000001,75.0,39.0,1.0,14977.99,1,26,1,2,1
1919.1100000000001,53.0,144.0,1.0,14977.99,1,24,0,1,1
1919.1100000000001,38.0,136.0,1.0,14977.99,1,14,2,1,0
1919.1100000000001,27.0,30.999999999999996,1.0,44731.469999999994,1,4,2,3,0
1919.1100000000001,29.0,137.0,1.0,101.25,1,7,0,0,0
1919.1100000000001,43.0,65.0,1.0,44731.469999999994,1,5,2,0,0
0.26,42.0,128.0,1.0,44731.469999999994,1,23,0,1,1
1919.1100000000001,69.0,123.0,1.0,29854.729999999996,1,7,2,0,0
1919.1100000000001,26.0,178.0,1.0,44731.469999999994,0,37,1,3,2
1919.1100000000001,68.0,227.0,1.0,101.25,1,29,0,0,1
0.26,23.0,146.0,1.0,44731.469999999994,1,6,0,3,0
1919.1100000000001,56.0,165.0,1.0,14977.99,1,2,1,2,0
0.26,58.0,231.0,1.0,44731.469999999994,1,31,2,2,2
0.26,69.0,134.0,1.0,14977.99,1,7,0,2,0
1919.1100000000001,30.0,137.0,1.0,44731.469999999994,2,33,0,1,2
0.26,80.0,75.99999999999999,1.0,14977.99,1,10,0,2,0
1919.1100000000001,72.0,90.0,1.0,44731.469999999994,1,28,0,2,1
1919.1100000000001,62.0,122.0,1.0,14977.99,1,14,0,2,0
1919.1100000000001,28.0,29.000000000000004,1.0,44731.469999999994,1,36,1,3,2
1919.1100000000001,71.0,112.0,1.0,14977.99,1,37,0,2,2
1919.1100000000001,40.0,123.0,1.0,14977.99,0,10,1,1,0
1919.1100000000001,21.0,143.0,1.0,44731.469999999994,1,28,0,3,1
1919.1100000000001,42.0,289.0,1.0,101.25,0,9,1,0,0
1919.1100000000001,20.0,159.0,1.0,44731.469999999994,1,0,2,3,0
0.26,64.0,93.0,1.0,44731.469999999994,1,1,0,0,0
1919.1100000000001,41.0,297.0,1.0,101.25,1,12,1,0,0
1919.1100000000001,32.0,36.0,1.0,29854.729999999996,1,28,2,0,1
1919.1100000000001,59.0,36.0,1.0,14977.99,1,23,0,2,1
1919.1100000000001,44.0,99.0,1.0,44731.469999999994,1,2,0,0,0
1919.1100000000001,26.0,159.0,1.0,44731.469999999994,0,31,0,3,2
1919.1100000000001,58.0,144.0,1.0,29854.729999999996,1,31,1,1,2
1919.1100000000001,38.0,148.0,1.0,29854.729999999996,0,10,2,1,0
1919.1100000000001,58.0,95.0,1.0,14977.99,1,27,1,2,1
1919.1100000000001,67.0,70.0,1.0,44731.469999999994,1,20,2,2,1
1919.1100000000001,27.0,160.0,1.0,44731.469999999994,1,35,0,3,2
1919.1100000000001,49.0,68.00000000000001,1.0,14977.99,1,12,2,1,0
1919.1100000000001,52.0,169.0,1.0,29854.729999999996,1,41,1,1,2
